sensor_index,latitude,longitude,pressure,pm2_5_atm_a,pm2_5_atm_b,humidity_a,temperature_a,location_type,pm1_0_atm_a,pm1_0_atm_b,scattering_coefficient_a,scattering_coefficient_b
742776,22.328239,-52.356598,918,17.76,8.37,42,33,1,15.47,35.02,76.15,22.8
57633,-82.587162,112.933352,1005,16.42,31.46,43,34,0,12.75,19.48,76.63,55.77
380489,-47.0850345,172.643863,906,25.98,28.55,21,37,1,33.13,44.66,35.02,20.8
584598,13.8214565,-146.695130,977,11.89,6.38,55,25,1,31.29,18.48,64.18,44.07
924978,-28.1721925,-170.677552,965,38.07,31.46,59,47,0,5.32,20.05,43.26,62.94
661348,-48.394356,128.160822,983,8.81,8.6,59,21,0,24.89,20.28,90.34,32.03
42570,51.1685705,128.448936,1002,38.01,26.99,34,24,2,48.84,19.2,83.62,69.42
234601,-70.704000,-132.447710,980,7.04,9.56,48,25,1,14.5,17.97,43.28,3.87
585846,82.1390655,-131.820319,912,2.54,5.61,65,-1,1,33.74,42.66,32.89,35.43
18332,-67.586142,156.148418,952,1.29,34.25,60,11,1,7.33,27.93,66.03,51.46
496427,11.002473,-157.264932,918,31.86,20.22,41,-9,0,30.96,6.92,33.24,78.12
274502,-28.060274,89.616088,1044,8.87,11.69,31,2,0,43.39,39.26,91.65,71.39
440773,46.096787,-22.868736,1015,25.68,27.98,28,22,2,45.45,47.98,17.75,16.34
423598,-27.1672365,-144.103298,976,24.16,27.3,50,13,0,47.53,1.09,22.3,15.56
628256,58.839103,144.727996,908,19.1,31.2,37,-4,1,29.5,48.12,73.29,35.04
54824,26.705414,91.967346,996,30.75,3.04,49,29,1,48.99,42.59,10.43,13.56
17032,-72.473920,112.105183,922,27.56,22.17,54,-4,1,31.85,9.45,70.08,7.09
702488,75.892087,-46.523548,988,16.41,17.13,64,34,2,46.13,48.85,91.39,70.02
485907,-86.5669895,-42.232478,1007,11.53,10.01,67,28,2,0.75,48.06,94.05,55.19
938476,81.931201,29.744869,993,4.97,0.66,60,-3,0,7.56,31.12,14.52,27.8
928639,-82.092224,91.876282,905,9.18,23.03,58,40,0,45.61,37.0,42.83,31.94
209014,-33.3590495,-39.377861,1038,1.26,9.2,50,39,1,37.41,34.28,67.51,14.68
378057,-89.102423,-31.992891,960,20.7,25.32,66,35,2,23.19,49.25,53.04,31.72
270151,-87.9495985,-58.344512,930,35.8,5.09,60,39,0,48.8,39.71,24.38,7.16
633539,4.626100,-129.775764,949,31.45,17.39,22,8,0,12.53,22.47,87.98,13.82
333685,-63.7278985,115.527671,1002,11.32,38.11,44,22,0,14.19,2.24,18.59,64.37
579648,26.829244,162.124697,995,3.57,29.14,27,45,0,17.94,15.26,43.03,25.23
295536,-40.010513,-31.555792,957,15.16,4.2,76,47,0,30.48,33.21,66.91,26.31
482557,5.6544905,143.354049,959,24.13,13.5,46,45,0,21.63,43.35,29.5,40.84
415802,-78.791768,20.545265,1007,6.53,35.89,52,38,2,47.96,40.3,79.41,95.67
703363,76.676587,69.474549,905,24.82,33.6,38,37,2,35.06,13.42,21.72,38.48
728087,-4.6995465,-93.842157,1005,13.28,13.34,37,4,1,18.83,6.65,30.51,82.54
248555,47.2564955,-122.621730,928,30.95,23.81,39,-4,1,15.85,35.04,52.3,40.82
839054,54.4983985,137.436902,996,12.87,35.92,31,0,2,11.66,31.62,65.98,81.99
620007,-60.3082295,38.950090,959,5.4,33.5,47,49,0,45.71,19.06,49.38,76.15
732535,78.095444,174.609562,931,9.29,25.22,65,0,2,32.92,46.93,83.74,71.91
168038,-14.0829335,-76.384640,979,29.24,29.99,30,-3,2,13.9,10.52,44.16,97.43
204681,36.5044205,-37.826623,951,25.65,12.67,33,26,1,7.77,12.0,38.76,41.83
500830,6.1845615,52.864805,1050,21.86,10.1,42,5,1,30.26,11.2,28.37,68.57
659150,35.5798575,-110.369677,925,1.98,7.69,37,14,1,23.84,49.93,11.27,78.4
522195,-74.7984115,-68.784706,918,16.16,37.62,65,22,2,30.46,1.77,42.69,81.99
901738,-41.7112885,-87.354461,968,11.71,11.35,32,13,2,42.88,39.49,91.02,73.07
331390,82.649192,-26.004746,1027,3.04,8.17,20,34,2,43.59,18.69,70.49,28.37
931850,-71.7398605,-58.081488,1027,17.44,29.36,44,35,1,38.92,10.06,47.56,24.9
892173,45.6550155,-117.902725,1026,25.49,34.33,62,38,2,4.45,0.23,59.63,63.6
709433,-18.707802,-10.889219,998,32.78,25.22,52,30,0,34.79,3.35,81.11,73.15
981121,-17.385063,-68.835730,917,39.14,8.67,65,12,1,45.34,12.94,19.43,4.31
360640,27.152500,163.594970,934,37.48,4.68,71,-5,2,36.53,48.78,36.68,62.94
732691,40.3743075,-55.272168,1018,10.89,21.02,26,30,2,11.38,27.3,0.75,69.1
304810,-39.3063615,-124.373888,928,26.08,2.97,53,42,1,38.97,21.24,67.71,96.0
220351,-1.506341,-39.320084,910,9.2,3.15,77,44,0,21.55,42.93,25.82,73.09
356050,-37.545718,103.672440,981,35.52,11.74,55,37,0,35.05,14.52,34.42,43.72
100178,-88.830516,-106.043212,945,37.44,22.23,28,46,1,14.64,8.01,10.21,35.96
450601,53.469524,-21.573134,978,6.64,25.11,70,-8,1,32.65,14.04,14.6,24.29
90477,70.928900,29.255799,918,0.41,31.31,68,25,0,43.61,35.45,53.08,93.8
479954,10.1852395,-80.154259,915,4.54,7.14,69,15,2,48.01,12.11,50.27,83.17
525863,25.734346,130.351466,985,8.89,3.05,61,26,0,14.17,36.35,83.39,4.94
895744,81.4131325,174.829468,969,0.02,0.17,77,39,0,28.36,17.13,16.47,89.18
962156,49.661953,34.721316,956,5.79,38.78,73,42,2,49.68,30.26,11.97,82.22
294838,-45.1541025,135.973193,1026,15.92,9.44,62,18,1,7.99,27.11,26.63,69.12
166199,-32.882632,138.684225,979,15.71,27.95,69,12,2,1.51,39.67,34.29,30.2
523971,70.4920265,54.618596,989,37.98,39.37,52,28,2,37.62,9.49,52.3,66.12
740460,37.060129,-12.876151,1005,13.07,18.45,31,12,0,35.22,35.27,0.57,53.75
547618,-56.6706345,-129.352314,1029,13.74,13.59,36,30,1,32.27,40.75,14.51,59.02
984658,-73.7556195,-154.042137,1026,22.48,35.32,59,30,0,32.6,45.12,90.51,95.18
670332,80.1556575,74.040888,1008,21.63,3.36,46,48,2,10.91,8.73,59.47,2.72
166570,70.1857765,-60.648524,912,38.75,30.2,74,0,0,18.01,25.15,77.76,6.63
593594,51.331667,-61.584314,1036,6.73,12.51,20,30,1,16.24,8.12,30.56,13.12
356436,-86.2265795,-66.969213,1003,1.56,21.38,75,8,0,17.35,6.13,45.95,24.23
198453,87.2903585,-64.063962,941,4.29,39.29,69,36,1,28.87,21.06,95.54,92.67
410015,-65.8971375,86.361997,955,13.33,18.47,40,46,0,9.23,24.92,34.05,83.24
956099,80.186215,91.624674,901,16.16,21.89,64,-10,2,28.75,45.08,89.35,74.18
587663,-40.8350285,102.014488,935,6.55,27.09,70,32,2,22.41,42.03,88.31,42.97
311295,-78.202012,121.576157,926,0.12,35.74,23,25,2,10.81,32.62,96.83,66.82
431687,-6.1177835,-170.521112,976,37.82,26.14,26,43,0,3.62,30.92,38.88,58.74
12780,-17.976418,-127.488189,1018,31.03,1.28,34,28,1,37.04,36.1,54.21,13.58
171879,-18.904575,26.426958,1046,22.66,26.91,38,9,2,21.78,5.78,34.35,94.41
675600,-34.947931,52.049797,1027,23.03,0.49,66,6,2,43.5,1.19,93.15,47.57
504575,-9.7177585,-103.923530,912,37.89,5.31,67,34,0,45.57,31.51,15.84,96.76
763891,-54.1536505,47.415461,935,5.47,15.08,75,26,1,10.83,38.62,28.25,85.8
248208,-5.765377,11.194798,1039,4.02,16.3,63,11,1,19.52,47.63,21.39,24.05
8772,76.748026,150.063531,935,11.11,29.49,40,24,1,3.21,7.01,91.69,38.1
707915,44.829213,-2.884801,1007,36.98,7.17,67,20,0,20.42,39.25,56.92,93.62
650155,-14.7802875,48.205629,952,3.7,8.73,24,9,2,10.83,23.4,15.53,33.24
411029,15.122174,74.436046,1005,30.25,2.08,45,30,2,19.58,25.91,96.2,79.8
557149,-44.7565405,146.198946,990,16.68,21.47,55,3,0,14.17,9.68,30.79,99.67
637515,80.161700,100.031067,905,34.76,14.35,54,44,1,48.81,34.96,23.87,92.83
514967,3.7169215,177.954583,949,20.81,32.64,61,33,2,45.72,38.52,76.32,77.29
155779,-82.530323,-24.965092,1050,37.96,11.8,73,15,1,34.02,21.9,40.1,32.12
184629,67.2798835,100.919613,979,4.07,25.66,27,0,0,36.55,10.07,27.96,33.66
199253,-1.5655985,105.157927,911,37.01,34.2,65,34,1,2.5,20.58,38.11,43.64
516744,2.502755,-91.957073,1023,3.23,32.71,75,42,2,39.55,48.73,23.8,21.08
15831,-76.324916,98.538669,915,20.41,15.31,79,-2,0,22.28,42.05,96.13,54.44
776718,-38.5730895,37.295596,950,9.79,9.88,71,11,2,42.93,36.1,74.54,7.25
879424,-4.9718755,22.900346,988,18.57,15.93,45,28,2,26.92,31.7,62.07,90.1
251462,57.5107825,-0.064772,989,23.71,31.56,67,19,0,22.9,35.78,26.13,66.9
803888,24.617481,94.427658,1047,39.77,8.62,35,42,2,47.84,0.93,14.9,59.31
934486,34.451529,-24.577711,1001,14.12,37.15,27,42,0,4.99,29.94,36.82,0.36
528631,48.909427,117.179207,936,3.48,2.89,61,37,0,28.65,4.25,1.78,0.05
688701,-71.883925,-87.812635,971,11.11,18.46,36,5,0,6.0,5.4,54.69,26.14
33637,40.208851,133.351628,1009,8.48,32.47,29,16,0,9.82,4.11,52.43,41.71
965490,-77.395136,27.727492,1001,13.17,0.16,38,-9,0,35.03,10.71,42.86,42.64
590230,21.521772,-23.579937,913,11.71,7.23,73,1,0,25.21,34.35,50.03,33.06
693574,-39.7347925,112.602677,1033,1.51,23.92,40,21,1,33.75,28.88,75.83,9.49
1947,-5.0572675,-144.434945,1041,21.99,11.84,59,22,2,33.22,0.85,30.51,14.16
136712,-60.5814895,-60.448851,920,3.2,3.95,20,24,1,27.52,1.88,6.57,9.73
841308,49.0668175,-97.390358,983,35.28,23.09,37,-3,2,12.12,3.95,89.48,43.12
909387,-51.634419,67.916514,946,21.27,3.49,55,8,0,34.07,25.73,64.32,16.86
450459,25.7590475,-164.845669,938,12.15,25.95,54,16,1,42.74,3.42,84.52,72.75
869105,41.9814265,-173.915106,1011,34.0,11.17,28,24,2,26.76,16.72,73.64,10.28
627172,-33.771141,-1.386208,1039,29.41,22.25,28,17,1,4.02,9.43,94.43,43.75
59097,-80.455286,-126.701389,1025,10.79,37.55,72,50,0,7.1,24.99,12.43,9.3
323919,46.732771,58.382018,906,9.44,17.83,53,16,2,7.29,15.86,95.89,61.7
337520,27.1671655,-117.600307,971,27.83,34.49,34,-3,2,23.91,46.86,77.36,52.93
406574,43.9780355,-112.442594,944,20.09,2.45,71,29,0,38.31,47.51,66.95,38.91
335443,75.971548,122.583410,1004,15.24,16.42,54,25,1,40.16,8.94,14.27,60.67
929321,-58.396890,-151.934938,1021,28.74,24.01,26,29,0,41.93,40.44,36.52,46.45
458761,13.967543,139.733062,962,17.06,3.59,78,32,1,6.26,0.44,38.43,30.6
823401,-28.138414,-9.632750,936,12.86,12.39,20,50,0,7.95,17.73,28.17,68.25
639825,16.041219,10.480606,1035,16.33,27.6,40,3,2,24.92,48.28,62.83,52.82
536422,-6.2203455,66.114092,946,38.94,32.97,77,39,0,21.19,26.15,18.32,93.55
662610,-62.405808,98.252627,1030,4.49,10.74,55,-4,1,42.66,29.68,87.59,45.57
261385,55.0423985,163.351508,1014,30.13,16.4,65,48,1,2.33,4.16,64.98,8.08
654547,54.3800615,107.936788,1045,13.86,34.58,33,48,0,45.01,26.67,35.95,53.24
154534,-37.584588,19.267818,1031,19.87,25.34,42,6,2,17.88,28.8,38.06,83.1
166401,34.212860,-71.981681,1002,22.16,35.2,31,7,2,19.31,26.42,23.06,9.87
639775,-20.446435,101.665207,947,29.55,5.35,80,28,2,4.53,35.44,47.58,60.94
318301,-14.1221185,-115.336130,1047,1.47,38.96,66,43,2,27.22,1.42,7.01,19.55
657434,-12.761726,-106.306143,961,20.1,1.67,39,38,1,27.85,34.47,98.06,30.08
762305,-1.8657345,-112.166349,1004,29.21,16.49,61,45,1,48.0,27.94,48.24,5.43
890839,-24.865592,19.564013,1045,25.09,0.15,38,50,1,10.22,12.42,60.64,59.18
526108,32.884730,167.195965,993,4.44,24.9,46,37,0,1.93,2.87,29.18,82.15
404955,-26.5850285,-0.943860,924,19.41,38.99,33,-7,2,48.59,22.38,95.0,75.71
837861,-44.6065185,178.291352,985,14.05,31.15,28,48,1,48.13,18.56,20.09,54.96
406168,-56.498955,-145.761578,914,0.89,16.28,45,14,2,47.96,8.52,94.42,82.76
146387,-23.2879175,-7.816485,943,25.69,7.51,61,-1,0,14.7,4.12,31.23,79.21
747625,11.121209,-165.653372,984,21.41,4.35,80,5,0,28.18,36.88,72.75,76.51
352055,-67.855074,-6.242269,963,35.17,21.5,76,42,1,40.04,24.56,57.66,73.38
247109,86.407377,73.516614,1016,28.52,30.3,74,30,0,18.32,0.14,66.02,31.61
611365,32.984054,-100.992429,1019,22.49,39.88,25,46,2,4.24,41.24,11.49,5.73
980047,31.4706395,66.654437,965,11.31,36.61,44,35,1,23.85,37.88,53.27,11.41
825563,-88.241433,97.569347,1043,21.44,28.88,37,25,0,39.92,9.12,41.49,3.84
508713,17.5449115,-23.504317,922,28.32,5.75,59,9,1,28.29,13.48,67.38,85.97
236951,-67.5426995,-78.338125,963,0.86,37.13,65,17,2,33.69,7.31,24.08,38.46
664199,74.1472685,-44.375612,1007,38.94,29.26,39,-8,1,19.89,42.96,12.33,60.38
961253,81.1333315,-116.387281,920,17.26,1.59,78,23,2,23.38,6.46,72.85,18.85
691919,-45.8506765,35.063420,917,24.45,30.52,69,12,1,5.04,48.07,6.39,13.35
820705,61.500521,-115.223190,1006,7.55,19.26,35,-6,0,18.78,46.68,31.52,2.07
307087,-39.202072,39.733747,929,6.17,25.94,67,-2,1,25.59,13.57,92.83,69.13
437161,-69.620020,-140.200825,979,6.28,9.14,60,20,2,45.72,1.48,53.49,89.79
824328,56.434059,13.013078,1021,1.12,11.4,68,41,2,21.54,49.98,14.13,30.8
156464,-36.5230915,9.005455,913,32.73,19.06,48,32,0,20.55,26.43,57.87,66.54
946158,-57.1465105,-126.928212,993,7.08,34.95,65,-5,2,43.43,11.86,29.86,73.67
772946,38.367251,-116.032549,1008,11.27,27.74,27,12,2,4.0,12.67,41.08,74.77
746387,3.393973,141.351877,1006,21.26,0.81,47,4,2,20.09,29.73,17.41,89.82
267204,55.2633925,-80.349652,984,11.1,14.7,50,29,0,14.38,17.2,37.68,78.99
774284,76.406974,-6.110182,976,37.71,11.01,37,3,2,25.84,20.16,64.5,40.97
329566,-67.0353365,97.803763,1025,26.3,4.3,47,-9,0,11.05,43.69,70.08,23.54
571986,6.5492445,-133.971947,982,25.57,7.17,63,8,1,37.1,0.78,32.42,60.73
948568,78.943935,-165.154320,942,15.64,34.35,50,50,1,41.2,10.02,28.89,77.18
546338,-14.326622,131.260130,995,0.67,36.63,78,18,0,8.03,0.96,43.43,83.98
683693,70.9962365,54.816570,998,19.46,39.15,47,-3,2,16.35,44.68,71.79,77.4
347777,-18.7677755,120.814372,952,26.32,12.02,52,6,0,34.03,19.21,3.11,48.94
760009,-5.4848545,3.472366,935,30.82,22.55,46,1,0,32.95,45.5,10.2,8.77
323746,-64.984685,-108.862790,982,38.88,14.8,67,10,0,40.3,36.72,38.62,60.19
652792,79.251555,-2.074106,1000,34.16,1.38,57,8,0,48.31,38.23,47.82,79.83
943234,35.5983445,102.787233,972,31.84,36.05,37,-3,1,34.08,18.19,25.76,36.27
77652,5.784940,82.474693,1039,2.23,6.18,41,48,1,36.7,26.25,10.16,12.59
57725,0.022348,-160.978983,928,0.07,21.89,43,-5,2,36.86,34.77,74.84,83.94
190221,17.253885,-132.461801,906,4.39,24.46,24,-7,2,31.38,20.29,0.25,23.61
491449,-66.256528,47.943391,982,4.66,3.86,60,7,1,49.61,19.87,15.94,95.99
313997,-3.282634,-39.896434,965,21.32,20.58,41,26,1,5.08,11.01,49.09,8.51
882477,-87.857804,156.128055,995,1.13,17.4,67,48,2,26.46,4.06,58.48,95.35
533578,77.9251845,87.873378,910,3.6,39.23,50,39,1,40.92,12.16,91.69,58.7
309366,56.8381775,11.781146,948,25.34,15.95,73,-10,2,5.07,20.03,0.72,60.7
608711,-31.233576,34.251165,980,28.67,10.84,60,41,1,13.82,9.7,49.29,78.76
719486,-71.361111,-176.377236,914,22.39,2.14,77,33,1,37.46,12.92,23.3,89.81
811784,29.8484465,-136.472653,1025,29.94,12.54,32,28,1,38.24,34.75,8.18,51.2
779790,-22.3368335,-153.059677,1032,14.82,1.14,39,-2,1,27.49,40.97,94.57,58.55
211606,3.3679485,36.847216,956,14.54,14.06,74,18,1,31.4,14.38,80.27,92.13
154822,34.5459555,-23.855475,947,38.97,5.25,73,50,2,28.05,0.65,37.91,31.91
414523,-68.195735,37.591018,989,26.37,15.16,25,1,1,3.08,17.85,98.04,8.91
104865,-88.375525,-108.247925,986,0.94,12.05,57,39,2,28.13,41.79,74.81,97.85
966671,58.285383,-27.882940,1016,10.18,24.62,64,24,2,19.53,36.36,86.02,73.41
22140,-79.9417365,66.001680,921,29.81,37.71,22,-9,0,41.09,5.03,93.32,28.18
629645,-50.230865,-152.469603,922,7.15,33.23,55,35,0,34.07,13.47,88.62,9.08
143410,31.789341,-137.147971,986,12.0,8.29,37,37,1,7.29,4.0,9.11,78.06
644210,28.2354265,-7.147892,907,29.07,32.55,27,39,0,13.3,29.93,82.38,65.17
946621,57.867220,-97.499638,1033,2.95,0.81,29,-10,2,25.36,19.89,3.49,19.0
391738,-86.5748575,-166.723518,945,25.49,39.53,75,34,2,13.71,43.92,1.8,24.22
822753,-46.5780875,-36.790302,951,26.7,21.94,35,22,1,19.46,31.77,9.07,7.8
941329,69.825105,-61.156674,1028,2.24,14.13,65,12,0,34.6,3.7,68.29,72.55
214331,66.139164,18.046724,1010,8.68,30.61,26,27,1,5.66,35.1,73.64,11.76
293178,-87.664640,-125.542593,1002,20.03,18.27,24,11,2,23.65,25.63,82.91,97.08
435872,-50.1293545,-128.328560,977,31.29,24.0,63,3,0,49.91,15.68,91.75,47.42
544330,-77.8807815,168.159800,1043,15.54,24.69,72,46,2,11.8,15.04,77.42,10.91
759228,-54.5553875,91.805733,929,37.34,2.22,48,47,2,15.34,37.19,19.76,44.46
78946,79.9647445,-158.558439,944,14.55,27.21,22,37,2,5.32,0.22,35.22,31.44
645039,-65.9283215,119.499708,1032,29.17,12.61,79,29,1,22.7,6.15,37.01,35.57
92675,68.3916475,-38.639174,930,10.42,2.49,61,-8,1,32.05,38.84,29.11,92.22
819375,-72.2737745,-45.212076,946,10.14,17.63,73,2,1,14.4,0.88,49.63,91.01
961054,-67.352097,96.562825,965,14.46,30.98,39,6,0,23.66,13.39,73.99,63.94
707074,-23.6340165,-166.635439,914,27.12,17.57,55,-9,0,22.31,3.05,3.32,51.15
547494,35.2887665,-128.940426,964,11.25,19.94,57,13,0,2.05,41.2,79.17,57.54
961119,-15.227203,-113.935041,998,36.35,30.14,39,5,1,21.35,9.6,70.91,91.59
623879,48.4860765,2.967752,1048,14.4,39.56,33,14,0,24.47,22.19,11.3,65.93
275372,-51.6703065,-32.177824,988,15.4,2.33,51,0,0,38.96,40.84,60.75,22.06
989789,31.1912075,53.249698,997,12.46,22.45,42,24,2,30.29,7.97,43.07,21.05
113396,69.5875745,84.549387,1033,9.24,37.27,44,24,1,9.2,4.56,59.03,79.46
961333,-81.0128735,96.954186,905,35.14,34.19,24,38,1,22.87,16.06,62.34,38.23
798962,36.256854,-35.729405,975,15.82,25.37,63,7,0,22.96,16.94,90.25,78.24
386603,-80.8197625,0.295096,931,30.93,35.28,37,50,2,49.67,11.22,58.26,7.59
261937,13.9726695,-114.003709,941,19.57,31.21,65,6,2,40.7,42.37,39.83,12.26
455038,19.761219,23.308069,1039,29.34,26.7,71,5,0,23.84,26.4,95.87,7.52
510751,20.7394635,-130.352916,953,9.94,8.39,75,7,0,39.8,44.97,79.58,91.87
478357,47.646756,-49.023211,1039,30.88,34.01,74,-8,0,0.78,39.05,7.83,12.54
48987,3.2328825,48.413609,914,28.91,35.05,47,49,2,0.63,38.06,82.23,35.32
252382,-89.9667885,-94.997197,1034,26.26,38.43,72,28,0,12.85,29.92,66.75,91.33
761558,70.7507795,12.546175,930,25.83,21.53,76,39,1,29.16,42.21,72.4,10.24
951748,72.243776,-76.570527,955,20.94,27.3,55,14,1,8.43,41.38,77.2,40.43
574547,-86.8841195,-167.740380,1036,0.58,6.41,55,3,2,10.68,19.79,47.05,19.57
923346,65.292909,-38.789913,1013,4.69,8.21,80,34,0,41.75,20.05,34.78,28.32
849919,11.101836,-150.482124,904,23.51,33.68,75,32,1,25.91,28.57,19.06,99.64
812477,-82.229043,-164.133021,901,39.14,32.03,35,32,0,0.89,20.14,26.24,38.66
75567,68.356675,-86.849330,965,17.75,26.12,48,15,0,31.82,38.4,25.06,80.3
369871,-28.909590,-82.942349,958,10.72,39.55,64,26,0,0.49,26.04,11.78,0.07
9626,7.1422795,-140.551868,1006,2.49,12.97,39,-8,1,39.75,23.81,69.71,7.84
886516,-3.7898715,37.328997,1026,27.5,30.77,38,7,0,13.76,30.82,74.07,76.68
941643,-48.8276235,13.353178,992,32.48,20.51,66,20,2,38.05,23.02,3.15,58.9
949517,68.8811915,-9.422204,1034,15.25,30.6,47,32,2,34.9,24.11,1.51,1.85
462030,28.6262665,-10.399201,987,1.09,30.68,64,20,2,18.36,24.57,46.67,55.94
622112,-73.9670315,-146.579414,1001,3.79,32.41,36,40,2,38.35,26.57,16.04,31.84
97645,-73.9777705,-146.845391,951,27.8,35.14,62,11,0,7.0,40.61,29.77,30.95
485512,35.9403385,-60.770991,983,25.53,3.25,49,-10,2,24.6,41.65,79.74,92.6
662916,-2.9588535,158.452072,1008,27.99,30.29,76,47,0,44.11,24.53,0.01,63.21
444297,-3.5728825,-123.652170,981,10.78,28.25,24,17,1,41.31,24.62,62.53,76.01
699342,51.251264,-176.516643,939,21.16,9.97,47,49,1,0.9,6.26,71.93,66.15
327516,80.970983,-119.204328,926,5.67,11.93,35,31,1,26.86,47.51,74.78,34.39
243721,-21.5388575,161.542456,985,36.65,15.44,46,49,1,0.03,30.26,65.98,50.43
697248,-71.452365,-81.102460,1018,38.21,17.81,63,-2,2,24.4,30.01,5.73,78.44
362680,7.5005875,-26.912038,1025,35.31,3.14,22,19,0,33.27,42.19,92.12,2.86
975229,-13.871813,136.957630,959,35.17,4.43,39,40,2,12.78,46.71,34.76,65.25
40466,83.1351265,174.400062,1021,12.75,17.68,76,5,2,7.49,47.38,1.09,39.83
323539,40.739878,-119.143167,1035,16.51,12.49,67,21,0,38.2,12.59,40.24,94.77
208662,-58.487430,40.641445,955,7.41,21.75,70,25,1,17.55,32.51,8.5,7.96
636767,19.296366,33.438747,974,18.01,4.96,62,42,2,23.93,25.68,78.31,62.78
791477,-69.6957975,142.866360,916,25.51,37.16,38,37,0,11.97,3.53,12.9,40.26
404709,78.0852835,90.294845,939,21.84,21.14,45,39,2,26.56,6.62,1.33,17.5
160030,45.062470,138.257092,968,36.12,14.0,37,23,0,44.13,39.86,70.77,59.9
326445,45.929987,-62.068613,907,19.72,5.07,58,14,2,48.81,4.87,10.32,25.54
958164,-23.149719,16.563741,946,7.33,26.86,29,13,2,24.05,4.19,59.0,57.28
763234,56.0939355,-11.891987,998,35.66,27.4,31,-10,1,29.5,16.88,95.16,21.45
221577,-29.597883,117.376611,997,0.56,32.17,70,23,2,0.16,46.78,62.03,81.24
493478,-65.610915,-45.225258,936,23.2,22.64,25,31,1,40.07,45.32,20.37,47.95
667541,-88.767436,-152.227501,1033,8.76,14.38,34,35,2,12.55,6.39,39.48,88.26
256543,3.7868255,-143.737784,919,28.82,38.1,23,39,1,24.96,30.4,64.6,11.82
138756,-44.2579905,91.893822,1017,3.55,0.44,58,-1,2,20.67,34.55,62.32,90.72
466455,52.568712,-2.343537,1015,12.85,21.84,57,49,0,30.85,28.52,95.76,48.28
612589,22.864324,-173.069090,923,3.87,27.61,28,1,2,41.6,15.62,54.1,18.24
350768,-77.705204,89.666430,1040,7.24,21.16,37,10,1,42.97,16.3,72.96,61.62
168627,-8.7313135,42.132012,1036,25.77,3.24,38,35,2,8.08,7.42,78.71,77.95
328321,50.125614,-121.293344,905,37.66,4.72,26,28,2,0.07,29.05,54.58,79.99
450498,-76.746437,142.225836,902,1.48,17.48,46,33,1,17.46,44.8,69.31,86.9
47492,-44.542280,-100.453596,1028,23.24,2.9,60,0,2,21.61,37.69,64.29,58.86
357311,-17.9560115,-55.084498,938,25.05,32.39,41,1,1,0.6,31.88,73.66,90.22
709982,-75.0523335,67.060560,1011,18.15,10.39,52,30,2,49.0,8.29,22.77,99.46
400677,-5.2857495,-136.415815,989,24.25,24.02,37,12,0,19.22,18.25,30.86,91.32
259595,-6.8413315,-31.710524,932,7.79,1.94,79,23,1,34.06,31.65,95.22,60.22
298467,0.6925275,-136.802915,992,5.01,26.86,68,22,1,4.21,4.35,43.02,91.79
530327,32.4534145,108.328410,1038,4.87,3.67,27,29,1,8.0,47.75,60.67,53.51
425466,-60.655250,-65.295587,970,25.9,36.61,48,-5,0,44.89,2.36,53.49,60.99
420655,60.0054265,-109.069768,944,35.67,34.37,52,40,2,47.1,4.21,73.31,44.29
375269,9.692023,-24.333490,1003,6.0,9.06,66,23,1,26.51,47.4,15.54,57.37
551299,83.2612355,-77.983553,978,2.63,39.39,64,27,0,34.25,33.26,14.9,59.89
435786,9.1299245,-90.365930,992,5.45,18.09,40,-8,2,13.06,46.84,12.75,6.86
684389,-56.0887345,-89.260498,908,32.41,20.21,67,4,1,18.42,24.08,80.29,94.82
929546,64.261326,-158.246713,974,24.51,7.79,73,21,0,28.97,24.27,54.74,35.93
629677,57.557515,135.505412,934,15.13,4.85,60,44,2,11.51,21.4,56.6,0.9
370363,-31.5222965,-131.727961,1039,0.09,17.98,59,24,1,16.64,12.57,28.97,99.21
804604,-72.5581255,-60.346691,933,7.34,15.93,80,16,0,11.84,3.86,29.69,14.16
140637,-5.389956,127.734512,978,29.18,24.71,44,28,0,12.74,17.05,19.5,49.17
276318,-53.7246805,13.436580,954,22.8,3.11,20,8,2,7.02,31.25,53.79,40.6
58034,87.839058,-49.296305,1027,22.79,3.71,57,-10,2,14.79,44.94,90.89,62.0
1341,24.034816,100.895503,918,35.96,25.57,61,4,2,12.78,34.41,54.35,61.16
391748,-1.447104,-89.766122,991,12.44,23.78,74,-7,1,29.92,35.33,21.95,48.49
963101,76.854610,16.327371,1022,34.66,28.36,50,26,0,32.47,21.79,15.46,35.94
76273,-55.657247,-89.597401,941,35.3,30.55,22,44,2,42.51,23.04,0.78,85.53
470750,0.584336,-147.820778,1013,22.33,0.16,62,47,2,42.42,16.87,59.69,74.64
206096,-13.892571,63.858058,925,4.25,27.09,52,28,1,44.34,8.41,31.03,69.76
837405,-36.6607005,93.426266,1023,3.77,2.51,48,-10,1,49.14,1.61,89.3,63.78
484405,-52.9307495,16.142660,1031,6.29,10.04,50,20,0,23.55,40.58,94.49,63.76
169449,-31.5289495,-110.388412,1045,28.03,24.37,80,35,2,29.96,21.23,65.26,29.96
828336,88.9458015,-27.353878,944,20.9,14.38,48,28,2,10.1,33.89,54.57,5.61
572618,15.988167,59.589826,980,13.05,22.73,42,47,1,23.3,30.88,44.3,25.59
328695,25.5456845,-107.848077,973,19.11,38.34,71,31,1,21.6,36.2,20.82,67.53
